Task,Perturbation_Mode,Grid,Architecture,Node_Epsilon,Edge_Epsilon,Total_Graphs,Safe_Graphs,Skipped_Graphs,Avg_Time_s,Total_Verified,Total_Unknown,Total_Violated,Total_Voltage_Nodes,Pct_Verified,Mean_Bound_Width,Max_Bound_Width
PF,node_only,ieee24,GINE Conv,0.001,N/A,100,100,0,2.0480,1143,80,77,1300,87.92,0.002794,0.031948
PF,node_only,ieee24,GINE Conv,0.005,N/A,100,100,0,9.4298,906,388,6,1300,69.69,0.014149,0.159870
PF,node_only,ieee24,GINE Conv,0.010,N/A,100,100,0,19.4819,338,960,2,1300,26.00,0.028883,0.273130
PF,node_only,ieee39,GINE Conv,0.001,N/A,100,100,0,3.6833,2601,28,271,2900,89.69,0.000350,0.020608
PF,node_only,ieee39,GINE Conv,0.005,N/A,100,100,0,16.8612,2502,279,119,2900,86.28,0.002094,0.103259
PF,node_only,ieee39,GINE Conv,0.010,N/A,100,100,0,30.0751,2445,352,103,2900,84.31,0.004678,0.184839
PF,node_only,ieee118,GINE Conv,0.001,N/A,100,100,0,8.0160,6400,0,0,6400,100.00,0.000218,0.003970
PF,node_only,ieee118,GINE Conv,0.005,N/A,100,100,0,36.9274,6400,0,0,6400,100.00,0.001083,0.017049
PF,node_only,ieee118,GINE Conv,0.010,N/A,100,100,0,81.4931,6400,0,0,6400,100.00,0.002220,0.030162
